,Item_Identifier,Outlet_Identifier,yhat
1302,FDV33,OUT017,3944.0194340000003
1303,DRE12,OUT017,1436.5700280000005
1304,FDR07,OUT013,1359.1641200000004
1305,FDP48,OUT010,499.2434719999999
1306,NCB55,OUT035,734.3973740000001
1307,FDQ08,OUT013,633.4487780000003
1308,FDR34,OUT035,5432.162330000003
1309,FDO33,OUT046,1735.021536
1310,FDP13,OUT045,725.8218700000001
1311,FDX12,OUT049,4231.1323680000005
1312,NCT06,OUT049,2629.4572559999983
1313,FDR16,OUT019,511.0880540000001
1314,FDE36,OUT046,3597.031105999997
1315,FDZ36,OUT049,4067.731731999996
1316,FDV13,OUT045,1490.3799840000006
1317,NCZ17,OUT035,719.2637399999996
1318,FDU56,OUT045,2548.7689540000006
1319,FDM09,OUT035,2727.6228080000005
1320,FDV02,OUT017,2703.3144500000026
1321,FDS34,OUT018,1515.154401999999
1322,FDA11,OUT049,1343.9039839999998
1323,FDP09,OUT017,4791.69602
1324,FDB29,OUT027,2586.659632
1325,FDT19,OUT017,2717.0032980000024
1326,DRH15,OUT017,911.746520000001
1327,FDY38,OUT046,3689.357591999999
1328,FDF14,OUT027,3703.1196779999987
1329,FDN48,OUT010,243.75603799999993
1330,FDQ12,OUT013,3403.602890000001
1331,NCJ43,OUT045,2475.6308240000017
1332,FDE17,OUT019,271.0471800000001
1333,FDB05,OUT035,4632.749586
1334,FDH10,OUT045,1272.2106399999989
1335,NCR06,OUT017,551.9282259999999
1336,FDU32,OUT018,1640.9040480000008
1337,FDD56,OUT049,3049.830060000003
1338,FDO36,OUT018,2599.31649
1339,FDH16,OUT010,218.96830400000002
1340,FDX10,OUT018,265.4944079999999
1341,FDZ37,OUT017,1411.049914
1342,FDU31,OUT010,555.70997
1343,DRC49,OUT049,1957.1856799999991
1344,FDL15,OUT045,2524.247540000001
1345,FDN32,OUT019,399.55989599999987
1346,DRH59,OUT027,2124.9406480000007
1347,NCU29,OUT049,2487.8549120000007
1348,FDR37,OUT019,600.598206
1349,FDS14,OUT018,2443.652450000001
1350,FDU02,OUT027,6218.17252
1351,FDJ08,OUT035,3013.197744000001
1352,NCZ06,OUT045,3102.674606
1353,FDO31,OUT049,1354.223883999999
1354,FDH31,OUT018,1294.102144000001
1355,FDS58,OUT017,2724.0141720000015
1356,NCA53,OUT027,1445.1854800000008
1357,FDF50,OUT046,2850.462908
1358,NCW42,OUT049,3866.813265999998
1359,NCQ17,OUT045,2588.763560000001
1360,FDK51,OUT018,4573.007351999999
1361,NCW41,OUT010,406.04478800000004
1362,NCR29,OUT017,723.8444440000004
1363,FDB08,OUT019,362.55473200000006
1364,FDA40,OUT027,2596.8330559999995
1365,FDL14,OUT018,2278.860292000001
1366,FDB47,OUT046,3188.229905999999
1367,FDO03,OUT035,4076.6734260000026
1368,DRK13,OUT019,375.324776
1369,FDX13,OUT010,554.7645340000003
1370,FDF52,OUT046,3083.246561999998
1371,FDT11,OUT013,2858.938541999999
1372,FDB08,OUT013,2332.1975300000004
1373,FDQ28,OUT018,2210.8554800000006
1374,FDD29,OUT045,4307.413074
1375,NCQ29,OUT027,6119.507617999996
1376,NCO02,OUT013,730.6688939999997
1377,FDR56,OUT010,480.8940239999997
1378,NCM54,OUT049,2130.5799740000007
1379,FDP51,OUT035,1782.6728420000002
1380,FDT38,OUT013,1058.4156019999996
1381,FDZ20,OUT018,2787.8643919999995
1382,FDJ53,OUT013,1598.758907999999
1383,FDX13,OUT049,3916.0025700000015
1384,FDP58,OUT035,3964.725814000001
1385,NCK31,OUT019,124.457994
1386,FDA35,OUT018,1750.9208399999995
1387,FDV37,OUT018,2502.1962439999998
1388,NCO07,OUT027,4363.413511999999
1389,FDA20,OUT045,2652.394065999999
1390,FDZ59,OUT035,3045.489044
1391,NCY17,OUT017,788.027564
1392,FDQ28,OUT035,2743.9948300000015
1393,FDV35,OUT017,2844.83024
1394,FDQ36,OUT013,571.8289880000002
1395,FDD34,OUT018,2141.499094000001
1396,FDK51,OUT045,4508.4647
1397,FDV31,OUT035,1568.7579599999997
1398,FDR04,OUT035,1674.6601080000003
1399,FDR14,OUT049,811.7766500000002
1400,DRC36,OUT010,483.297562
1401,FDE39,OUT019,246.55905600000014
1402,FDP57,OUT049,1526.6993740000003
1403,FDE57,OUT046,2517.329877999998
1404,NCN18,OUT046,2154.6486439999994
1405,NCQ05,OUT018,2514.074115999999
1406,FDW47,OUT035,2167.8514579999987
1407,FDV46,OUT035,1742.5916819999984
1408,NCP29,OUT045,912.8117999999992
1409,FDE09,OUT018,1506.0795480000008
1410,NCU06,OUT027,5679.234051999996
1411,FDT19,OUT010,535.1434080000001
1412,DRF15,OUT017,2274.892124
1413,DRI51,OUT013,2587.898020000002
1414,NCX54,OUT013,1749.8289279999997
1415,DRE01,OUT013,4298.924123999998
1416,NCB07,OUT045,2929.5998959999984
1417,FDU50,OUT035,1639.019833999999
1418,FDG40,OUT035,611.3974820000003
1419,FDW10,OUT018,3745.710904000001
1420,FDX51,OUT013,2816.1941820000006
1421,NCP17,OUT045,1070.6596639999996
1422,FDP21,OUT035,3300.73679
1423,FDL04,OUT045,1611.7286920000001
1424,FDV23,OUT013,2083.8741040000004
1425,FDF24,OUT046,1524.6620260000004
1426,FDH56,OUT027,3436.79302
1427,FDB51,OUT049,926.0945099999999
1428,FDI58,OUT027,2476.882528
1429,FDR20,OUT013,728.2586980000001
1430,FDC51,OUT018,1917.0512559999995
1431,FDB16,OUT027,2284.2399559999994
1432,FDE40,OUT049,955.9822720000001
1433,NCM17,OUT035,693.3774359999999
1434,FDU56,OUT035,2937.3897559999987
1435,FDS32,OUT019,314.044544
1436,FDX02,OUT049,3925.2638479999987
1437,FDT39,OUT027,5062.423616000002
1438,FDE35,OUT017,777.6410840000001
1439,NCI42,OUT019,348.45308800000004
1440,DRL23,OUT046,1536.0804960000005
1441,FDA10,OUT046,1996.2148760000016
1442,FDA11,OUT013,1305.1943719999995
1443,NCM06,OUT046,2431.781236000002
1444,NCT05,OUT035,4015.120216000002
1445,NCQ02,OUT010,482.77157999999986
1446,NCY06,OUT049,2493.960298000002
1447,FDY56,OUT035,4911.180488000002
1448,FDL02,OUT035,2207.739535999999
1449,NCI06,OUT035,3454.6630920000002
1450,FDQ14,OUT045,2424.1112200000007
1451,FDQ12,OUT017,2826.6006360000015
1452,FDP36,OUT046,946.0219040000007
1453,FDK21,OUT027,5807.120916000001
1454,FDO40,OUT045,2306.277936
1455,NCK54,OUT019,328.99841200000003
1456,FDY09,OUT018,2630.8088300000013
1457,NCW30,OUT049,3461.667307999998
1458,NCC55,OUT027,598.7872299999998
1459,FDE58,OUT018,1560.1757979999998
1460,FDR39,OUT013,3269.8969340000003
1461,FDU28,OUT049,2756.571791999999
1462,FDH08,OUT017,2424.251038000001
1463,FDG35,OUT045,2996.592692000002
1464,FDG22,OUT049,580.54431
1465,FDC34,OUT035,3485.7426359999995
1466,FDP15,OUT018,3256.6475139999993
1467,FDK34,OUT010,528.172482
1468,FDU45,OUT035,2176.5867540000004
1469,FDQ04,OUT027,903.2509120000001
1470,FDX22,OUT018,2992.9108179999994
1471,FDB45,OUT017,1608.8524359999997
1472,NCH43,OUT027,5434.306206
1473,DRE60,OUT046,4866.804917999996
1474,FDD17,OUT027,6124.447853999999
1475,NCM54,OUT017,2039.4186379999996
1476,NCH55,OUT013,1852.4220500000008
1477,NCT06,OUT017,2759.3614939999998
1478,FDA48,OUT027,5377.0008
1479,FDY58,OUT027,7398.462811999997
1480,FDO25,OUT045,4519.250660000001
1481,FDN50,OUT045,1359.0908819999997
1482,FDH35,OUT035,2238.119990000001
1483,FDK09,OUT045,3407.8640100000007
1484,FDO16,OUT013,1982.2996560000008
1485,FDW11,OUT045,1002.2154239999999
1486,FDU47,OUT027,4459.628270000002
1487,NCQ42,OUT010,289.1369660000001
1488,FDK55,OUT027,2757.1710119999984
1489,FDN08,OUT049,1759.11018
1490,FDT57,OUT045,3600.140391999999
1491,FDJ12,OUT018,3489.2447440000005
1492,DRL59,OUT017,881.8121520000003
1493,NCN53,OUT046,499.01709999999997
1494,FDO51,OUT010,86.58063200000002
1495,FDK56,OUT017,3323.2141979999974
1496,FDY12,OUT035,1004.7254900000001
1497,FDU15,OUT035,642.1907319999999
1498,FDQ19,OUT046,3225.1351999999997
1499,DRF15,OUT045,2115.745949999999
1500,DRE25,OUT019,202.183486
1501,FDK57,OUT018,1985.142622
1502,FDD33,OUT010,530.4428600000005
1503,FDR34,OUT027,6726.790456000001
1504,FDU04,OUT045,1845.2447259999974
1505,FDE35,OUT019,139.65820799999997
1506,NCD31,OUT035,3287.3941579999996
1507,FDJ56,OUT035,1331.7864240000008
1508,NCU53,OUT046,2101.1382979999985
1509,FDD39,OUT035,3375.772449999997
1510,NCU17,OUT019,223.821986
1511,FDJ20,OUT046,1717.3312300000014
1512,NCW41,OUT018,2890.3842759999993
1513,FDL52,OUT035,777.6011359999998
1514,FDS39,OUT035,1999.6637199999989
1515,DRJ47,OUT045,2546.3520999999987
1516,FDP13,OUT010,66.12059800000003
1517,DRK39,OUT010,152.15527399999985
1518,FDF28,OUT010,284.1301500000001
1519,FDB09,OUT045,1360.4824040000008
1520,FDM51,OUT046,1337.9317579999997
1521,DRM49,OUT018,702.4256579999998
1522,DRF23,OUT013,2640.329770000002
1523,DRH01,OUT035,3177.6237119999987
1524,FDH12,OUT027,2534.5274919999993
1525,FDA28,OUT019,251.55921400000017
1526,FDW37,OUT018,1321.9059519999996
1527,FDF02,OUT046,1516.4660280000007
1528,DRL37,OUT046,732.3933159999999
1529,NCF43,OUT046,1923.2565119999988
1530,FDH08,OUT010,491.6466940000001
1531,FDR34,OUT019,489.7025580000002
1532,NCK19,OUT049,3613.203387999999
1533,NCD55,OUT018,355.51056800000003
1534,FDT27,OUT049,3136.723618
1535,FDQ57,OUT045,2095.17273
1536,FDA47,OUT035,2745.9589400000023
1537,DRG15,OUT027,2125.965979999999
1538,FDE05,OUT018,1910.5929960000008
1539,FDN46,OUT046,1788.3321420000007
1540,FDX27,OUT027,2545.659668000002
1541,FDT51,OUT045,1702.976582
1542,FDU33,OUT013,646.4385360000005
1543,FDJ16,OUT027,1410.2509540000015
1544,FDD20,OUT019,275.00203200000004
1545,FDT36,OUT049,642.4969999999997
1546,DRF15,OUT027,2410.1161039999984
1547,FDN52,OUT010,176.35710400000005
1548,FDC22,OUT027,5994.710066000001
1549,FDX15,OUT045,2550.586588000003
1550,FDT13,OUT013,3333.700548000001
1551,FDU04,OUT017,1891.3846659999979
1552,FDU31,OUT019,411.903828
1553,FDW59,OUT027,2255.1311800000003
1554,NCO29,OUT046,2368.130756
1555,FDL15,OUT035,2598.424318000001
1556,FDI41,OUT049,2885.9034419999994
1557,FDQ48,OUT049,1882.7758720000018
1558,DRI39,OUT013,888.7364719999996
1559,FDI08,OUT013,4617.662557999999
1560,FDC21,OUT049,1876.703776
1561,FDF58,OUT035,1202.0286619999997
1562,FDS08,OUT010,319.5107620000002
1563,FDE47,OUT045,1918.5825959999993
1564,NCP18,OUT019,247.15827599999994
1565,NCR41,OUT013,1484.7406579999995
1566,FDA27,OUT013,2914.7259240000026
1567,FDA43,OUT035,3301.708858000001
1568,FDA49,OUT045,1375.5427999999995
1569,NCE55,OUT018,3098.1138760000026
1570,DRM49,OUT027,895.6607919999994
1571,FDF22,OUT027,5499.527974000002
1572,FDQ15,OUT018,1333.2378680000004
1573,NCS54,OUT017,3516.2562500000013
1574,NCY05,OUT013,706.9464400000002
1575,FDR45,OUT046,5655.245278000003
1576,FDK57,OUT049,2187.7921679999995
1577,FDF41,OUT010,535.0102480000003
1578,FDV21,OUT046,2353.8959519999994
1579,FDD51,OUT046,684.3158980000001
1580,FDF33,OUT046,1791.6012200000011
1581,FDA38,OUT046,3465.668766
1582,FDR56,OUT045,3107.3152320000004
1583,NCN41,OUT017,2284.5661980000004
1584,FDC60,OUT027,2744.7405259999996
1585,FDB47,OUT045,2949.8868219999986
1586,DRH01,OUT013,2714.959292
1587,FDW08,OUT046,1890.3926240000003
1588,FDF38,OUT027,841.6444380000003
1589,FDY32,OUT017,2914.2265740000003
1590,FDG34,OUT049,1653.660776000001
1591,FDG47,OUT019,453.1235059999999
1592,NCF18,OUT035,3535.3047879999976
1593,FDL39,OUT019,542.953242
1594,NCH55,OUT035,1840.2312520000005
1595,DRJ35,OUT049,766.056164
1596,FDS44,OUT035,4507.725662000001
1597,DRE01,OUT018,4312.313362000002
1598,FDY39,OUT013,3408.5298099999986
1599,FDY32,OUT018,2532.4635120000003
1600,FDR33,OUT027,3839.395621999999
1601,NCP50,OUT049,1187.8204900000003
1602,FDZ47,OUT018,1460.7651999999998
1603,FDU57,OUT049,2384.7424659999997
1604,FDY44,OUT013,2735.0664519999987
1605,DRH59,OUT018,1083.88911
1606,FDB03,OUT027,6686.695979999999
1607,FDY46,OUT045,2919.6461859999986
1608,FDM39,OUT045,2345.660006
1609,FDY36,OUT035,1403.3399500000012
1610,NCM55,OUT035,2933.3550079999986
1611,FDJ50,OUT010,207.869418
1612,DRL60,OUT013,2303.5215240000016
1613,NCJ54,OUT049,4550.443389999996
1614,FDX59,OUT017,532.067412
1615,FDI07,OUT013,3351.7104379999987
1616,DRF51,OUT010,82.46598800000005
1617,FDM14,OUT017,1747.1257800000003
1618,FDP21,OUT045,3504.538170000001
1619,FDE40,OUT035,1130.581664
1620,FDE05,OUT035,2254.6384880000014
1621,FDM13,OUT027,2837.632942000001
1622,FDC34,OUT027,3380.4197339999996
1623,NCI55,OUT018,1808.133034
1624,NCE43,OUT018,2274.745648
1625,FDW58,OUT018,1166.68134
1626,FDG60,OUT045,4313.791438000003
1627,FDV31,OUT017,2152.4315300000003
1628,FDR47,OUT013,2793.031
1629,FDM60,OUT019,74.356544
1630,NCF06,OUT018,2855.1634560000016
1631,NCN26,OUT027,2006.2218499999979
1632,FDQ59,OUT049,1196.6356820000005
1633,FDF09,OUT046,536.4883239999998
1634,NCS06,OUT017,3233.391119999998
1635,FDT44,OUT046,1539.0965700000004
1636,FDI19,OUT017,4297.013278000001
1637,FDT22,OUT017,936.3877780000001
1638,NCF54,OUT027,4527.499922000002
1639,DRG25,OUT045,3048.6049879999982
1640,FDB59,OUT017,3154.7401660000005
1641,FDQ37,OUT017,4323.685226000002
1642,FDP56,OUT035,806.9362840000003
1643,FDW44,OUT035,2477.042320000001
1644,FDJ26,OUT010,537.886504
1645,FDU43,OUT018,3010.8474699999997
1646,FDW33,OUT045,1444.6195499999997
1647,NCX53,OUT027,3026.1675280000018
1648,FDN56,OUT010,523.4586180000002
1649,DRF15,OUT049,2208.4253099999983
1650,FDO33,OUT017,1857.3356540000004
1651,FDZ39,OUT010,241.791928
1652,NCJ19,OUT017,1015.5380819999992
1653,FDU01,OUT035,3747.3820619999983
1654,FDT12,OUT035,4544.997146000002
1655,NCM18,OUT018,925.7749259999997
1656,FDP19,OUT017,2559.155434000002
1657,NCR42,OUT049,356.6690600000002
1658,FDN10,OUT046,1699.581002
1659,FDG44,OUT017,854.02166
1660,FDQ10,OUT046,3106.762618
1661,DRH13,OUT049,1096.9853959999987
1662,FDT52,OUT013,4140.2440099999985
1663,FDM56,OUT045,1618.193610000001
1664,NCO43,OUT010,281.7732180000001
1665,NCV29,OUT035,3513.7927900000013
1666,NCF06,OUT013,4043.450005999999
1667,FDO50,OUT035,1588.3457959999992
1668,FDT59,OUT013,4572.208392000003
1669,FDX40,OUT027,837.8493780000003
1670,FDE50,OUT017,3714.1386680000023
1671,FDX51,OUT017,3018.3244039999995
1672,NCD30,OUT018,1379.0449080000005
1673,FDK15,OUT013,1790.669099999999
1674,FDL12,OUT045,1525.427695999999
1675,FDK46,OUT017,4079.0103840000006
1676,DRH49,OUT010,165.42466800000005
1677,FDQ57,OUT046,2247.47448
1678,FDY59,OUT017,1183.7125039999992
1679,FDO09,OUT018,4234.121810000001
1680,NCG30,OUT035,1874.5532419999986
1681,FDM09,OUT017,2322.4835079999993
1682,NCN17,OUT027,2671.9219800000014
1683,NCS42,OUT013,1572.726128
1684,FDD02,OUT019,293.21166200000016
1685,FDE34,OUT013,3827.0450319999973
1686,FDU38,OUT045,3268.125905999999
1687,FDB33,OUT046,3137.329496000001
1688,NCJ29,OUT017,1146.7006819999992
1689,FDZ27,OUT035,588.5139359999997
1690,FDI40,OUT013,1615.49712
1691,FDG22,OUT013,543.6856219999997
1692,FDT51,OUT017,1720.7134939999992
1693,FDF20,OUT018,2571.8189500000017
1694,FDV50,OUT035,1684.260944
1695,FDT02,OUT049,549.6178999999997
1696,DRC49,OUT017,2283.960320000002
1697,FDF26,OUT049,2425.416188
1698,FDV52,OUT035,2116.418408
1699,FDX59,OUT049,597.448972
1700,FDV25,OUT035,4920.401818
1701,FDW23,OUT027,932.9189600000005
1702,FDE53,OUT018,1115.3481600000002
1703,FDA19,OUT017,2018.1796179999997
1704,FDH22,OUT046,2223.106200000001
1705,NCO41,OUT013,1655.285328
1706,FDX12,OUT017,4575.770422
1707,FDF17,OUT013,3183.715782000001
1708,FDS11,OUT045,3815.5533239999986
1709,FDR51,OUT035,2727.5429119999985
1710,FDT49,OUT010,209.49397000000005
1711,FDC56,OUT013,2074.0402379999996
1712,FDR13,OUT027,2614.356912000001
1713,FDQ60,OUT035,2132.8237199999985
1714,FDN38,OUT049,4274.449316000001
1715,NCL29,OUT013,2698.7603780000004
1716,FDO13,OUT027,3972.708755999999
1717,FDE26,OUT018,2314.873414000001
1718,FDA31,OUT010,442.49733800000007
1719,FDX14,OUT035,1269.7671539999997
1720,FDA34,OUT045,3548.1880180000026
1721,FDF26,OUT013,2323.4289440000002
1722,FDE38,OUT045,2735.326114
1723,DRI11,OUT046,2215.868953999998
1724,FDQ60,OUT027,3238.151589999998
1725,FDL21,OUT027,1032.6824320000003
1726,DRC12,OUT027,6058.81329
1727,FDC47,OUT046,3955.451219999999
1728,FDE57,OUT045,2293.5345239999983
1729,FDT14,OUT045,2313.102385999998
1730,NCZ53,OUT046,3617.1715560000025
1731,FDE28,OUT018,4248.975808
1732,FDR19,OUT035,2902.634995999999
1733,NCF54,OUT019,345.603464
1734,FDZ08,OUT046,1323.0311539999996
1735,NCJ05,OUT018,2437.493800000001
1736,FDF59,OUT046,1909.0749720000003
1737,NCO05,OUT035,2061.143692
1738,FDW24,OUT018,676.6059339999999
1739,NCX42,OUT018,3036.660536
1740,NCA53,OUT035,749.8505919999999
1741,FDI45,OUT019,416.9239600000001
1742,FDG46,OUT046,2988.1969540000005
1743,FDM20,OUT010,618.5415160000007
1744,FDW11,OUT010,165.20495400000007
1745,FDX08,OUT035,2450.916328
1746,NCK17,OUT035,564.6450059999996
1747,FDK32,OUT018,2457.5809860000018
1748,NCA42,OUT035,2825.415511999999
1749,DRI01,OUT035,3157.196968000001
1750,NCL55,OUT049,4028.4961380000022
1751,DRE25,OUT018,1428.520506
1752,FDD14,OUT017,3217.8846380000014
1753,FDB10,OUT046,3046.307977999999
1754,DRN11,OUT035,2205.049703999999
1755,FDP38,OUT018,576.3431120000002
1756,NCA30,OUT017,3044.3105779999996
1757,FDT15,OUT017,3488.0662779999984
1758,NCP55,OUT018,673.1304580000001
1759,FDF12,OUT035,2221.0488780000005
1760,FDM21,OUT018,3672.506194
1761,FDX56,OUT035,3860.4548759999993
1762,FDF10,OUT017,2614.5100460000017
1763,FDT32,OUT045,2692.4019879999983
1764,FDM51,OUT018,1272.2106400000007
1765,NCR50,OUT018,2640.1033980000007
1766,FDI19,OUT049,4030.7065939999966
1767,FDX21,OUT017,1522.7644960000007
1768,FDR31,OUT035,2685.357824
1769,FDY02,OUT013,3586.3383579999972
1770,NCA29,OUT045,3691.8010780000022
1771,NCX17,OUT046,3080.9894999999988
1772,FDM12,OUT045,1958.257618000001
1773,FDI53,OUT027,3386.012453999999
1774,NCU30,OUT049,2823.298268000001
1775,FDC56,OUT027,3863.850456
1776,FDK27,OUT018,1567.9390259999993
1777,NCK18,OUT017,3352.316316000001
1778,FDB52,OUT019,519.2307879999998
1779,DRG25,OUT027,6265.577479999998
1780,FDZ13,OUT049,940.6888460000005
1781,FDB57,OUT019,579.4590560000004
1782,FDR40,OUT046,1336.2139939999997
1783,NCO14,OUT019,119.94386999999999
1784,NCN19,OUT045,2646.6482120000005
1785,FDQ28,OUT019,303.33182200000005
1786,FDO13,OUT018,2128.296280000001
1787,FDK48,OUT013,1342.166246
1788,FDU07,OUT018,2081.0577700000017
1789,FDW20,OUT046,2467.0619779999993
1790,FDV12,OUT010,241.91177200000004
1791,FDH24,OUT013,2364.1559299999994
1792,FDV59,OUT049,4202.26328
1793,FDK57,OUT045,1839.8184559999997
1794,FDL16,OUT027,1058.7351859999994
1795,NCQ17,OUT046,2531.384916000001
1796,FDJ15,OUT018,2669.9978179999994
1797,FDX24,OUT049,1401.6954239999998
1798,FDT47,OUT046,2062.994616000001
1799,FDT10,OUT049,832.1634460000001
1800,FDZ37,OUT018,1186.142674
1801,FDW43,OUT027,6181.506914000002
1802,DRN36,OUT017,1688.1891639999997
1803,FDJ14,OUT045,1101.9456059999995
1804,FDA32,OUT013,2638.8916419999996
1805,FDJ38,OUT019,642.1174939999997
1806,FDQ57,OUT017,2226.082326000001
1807,NCQ41,OUT019,434.50108
1808,FDG56,OUT049,981.895208
1809,DRC13,OUT027,2881.1829200000006
1810,FDV55,OUT035,2515.8051960000003
1811,FDQ49,OUT045,2385.2218420000004
1812,FDE29,OUT010,183.880644
1813,FDR03,OUT013,3844.915103999998
1814,FDD45,OUT049,1282.144376
1815,FDN38,OUT010,556.1294240000001
1816,FDT56,OUT046,682.8577960000001
1817,FDT48,OUT045,3337.056180000001
1818,FDU03,OUT049,3669.4168820000027
1819,FDC56,OUT010,200.80528000000015
1820,NCO43,OUT027,2598.6373739999995
1821,FDQ27,OUT017,1963.6572559999995
1822,FDR03,OUT046,3507.4410579999985
1823,DRH23,OUT010,165.94399199999995
1824,FDG22,OUT045,612.3362599999997
1825,NCJ42,OUT013,1517.9773939999995
1826,FDR24,OUT046,1360.7487240000003
1827,FDW60,OUT035,3160.4727040000016
1828,FDJ08,OUT013,3509.1055580000016
1829,DRL59,OUT018,821.1111660000004
1830,FDG60,OUT010,616.2045580000001
1831,FDW27,OUT017,2440.4166619999996
1832,FDX14,OUT018,1170.7427199999995
1833,FDC20,OUT013,679.3490299999997
1834,NCS29,OUT018,3535.4912120000013
1835,FDJ56,OUT046,1103.8298199999992
1836,FDB20,OUT019,186.19762800000007
1837,FDL28,OUT027,6367.757805999997
1838,FDW01,OUT018,2110.7724240000002
1839,FDL03,OUT046,2494.552859999999
1840,FDX22,OUT049,4344.51145
1841,FDJ21,OUT035,3399.814488000001
1842,FDR31,OUT045,2145.0012020000013
1843,FDG21,OUT035,3508.9191339999966
1844,FDS22,OUT027,1004.1728760000009
1845,FDK08,OUT035,1307.4913820000015
1846,FDE17,OUT018,2520.146212
1847,NCN30,OUT017,1324.5425199999993
1848,FDT50,OUT046,1150.3559239999995
1849,NCX42,OUT049,3166.0454500000005
1850,FDJ12,OUT035,3791.444706000004
1851,NCA18,OUT027,2687.628201999999
1852,FDP23,OUT019,455.4072000000001
1853,FDX12,OUT013,4355.830050000001
1854,FDN40,OUT018,2628.2122099999997
1855,FDV48,OUT035,1421.1434419999985
1856,NCY54,OUT013,3020.361752000001
1857,FDL16,OUT010,130.616644
1858,FDR45,OUT018,2636.9341900000013
1859,FDJ52,OUT046,2089.753118
1860,DRG01,OUT017,1634.7054499999992
1861,FDP52,OUT013,4373.720096000002
1862,FDU58,OUT017,3328.587203999997
1863,FDL02,OUT045,1817.7738180000001
1864,FDG28,OUT013,3681.0018019999984
1865,FDA19,OUT035,2327.377138
1866,FDW46,OUT027,1997.300130000001
1867,NCD43,OUT049,1456.1112580000004
1868,DRG39,OUT013,983.6862099999998
1869,NCF55,OUT049,679.2957660000003
1870,FDJ07,OUT046,1938.6697820000002
1871,FDE08,OUT046,2681.1299940000004
1872,FDP56,OUT019,124.33149200000005
1873,FDT45,OUT045,803.9135519999999
1874,FDF17,OUT018,2978.4163520000006
1875,FDX44,OUT046,1395.8963059999994
1876,FDM28,OUT027,5004.066246
1877,FDI36,OUT049,3084.112101999999
1878,FDS07,OUT045,1560.688464000001
1879,FDD36,OUT045,2036.4491699999992
1880,FDW11,OUT046,1038.8344239999997
1881,FDN40,OUT049,2327.077528
1882,NCQ18,OUT049,1720.9864719999996
1883,NCQ54,OUT017,3841.665999999998
1884,NCS42,OUT045,2023.8389180000004
1885,DRH39,OUT010,146.08983600000005
1886,FDC09,OUT027,2785.6006719999987
1887,FDT08,OUT010,302.9656320000001
1888,FDC08,OUT035,4018.3293719999997
1889,FDT20,OUT017,704.4363740000001
1890,FDS35,OUT035,1083.0502020000004
1891,FDX58,OUT018,3527.0355519999994
1892,FDW58,OUT046,1861.7299339999986
1893,DRD27,OUT046,1552.9052619999995
1894,FDH32,OUT019,206.038468
1895,FDS26,OUT035,4653.728943999999
1896,FDQ31,OUT046,1346.5738420000002
1897,FDP11,OUT018,4040.8400699999997
1898,FDD58,OUT017,1472.8294960000005
1899,FDM33,OUT045,3873.624400000001
1900,FDZ16,OUT049,3854.096486000001
1901,NCS29,OUT010,500.41528
1902,NCM18,OUT019,158.06757799999997
1903,FDP11,OUT049,2883.386718000001
1904,NCC42,OUT017,2097.043628
1905,DRM23,OUT046,2437.899938000001
1906,NCN55,OUT027,4921.946473999998
1907,FDK46,OUT013,4374.738770000004
1908,FDR01,OUT046,3096.948726
1909,NCA05,OUT045,1419.7985259999998
1910,NCP43,OUT017,3054.131127999998
1911,FDR12,OUT010,430.7725999999999
1912,FDQ01,OUT013,3498.4394419999985
1913,FDM13,OUT046,1807.9000039999999
1914,FDQ19,OUT017,3367.5697939999973
1915,FDK56,OUT019,469.8550599999998
1916,NCX06,OUT010,487.8183439999999
1917,FDO56,OUT027,3068.9784679999984
1918,FDU45,OUT045,2219.490906000001
1919,FDI16,OUT019,183.574376
1920,FDL32,OUT046,2030.2772039999995
1921,FDA07,OUT046,2190.7882679999975
1922,FDA14,OUT045,2021.0625320000001
1923,FDV46,OUT027,3761.0376200000032
1924,NCO07,OUT035,3404.095582
1925,NCP41,OUT046,1459.187254
1926,FDY60,OUT018,1794.0313900000008
1927,FDN38,OUT017,4081.307393999999
1928,FDO15,OUT046,1334.3231220000002
1929,FDT60,OUT013,2307.682773999999
1930,FDA55,OUT035,4291.906592000001
1931,FDE02,OUT010,185.35872000000003
1932,DRJ39,OUT049,4718.091829999994
1933,FDV34,OUT035,1269.7871280000006
1934,FDS20,OUT027,4972.786961999997
1935,FDF02,OUT027,2926.989959999998
1936,FDW40,OUT017,2575.221188
1937,NCB43,OUT046,3223.277618000001
1938,FDR58,OUT017,1453.2483180000002
1939,DRJ59,OUT035,532.2471780000001
1940,NCD30,OUT017,1543.4375860000007
1941,FDE14,OUT017,1962.6985039999993
1942,FDC28,OUT018,1295.7200380000008
1943,FDU16,OUT018,1084.2952479999994
1944,NCD19,OUT035,762.1745500000002
1945,FDU21,OUT046,631.7576459999997
1946,FDV59,OUT027,5642.768186
1947,FDU03,OUT045,2898.187451999998
1948,FDC33,OUT010,731.1749019999995
1949,NCR42,OUT035,319.1911779999999
1950,DRH59,OUT035,1181.9481339999993
1951,NCM31,OUT035,1869.6063479999991
1952,FDS50,OUT035,3569.0208999999995
1953,FDP39,OUT046,809.4729819999997
1954,FDQ55,OUT013,1955.1416740000009
1955,FDV36,OUT019,386.20394800000014
1956,FDI05,OUT027,2293.8873980000008
1957,FDS45,OUT027,2642.620122
1958,FDA39,OUT045,729.3838999999998
1959,FDC37,OUT010,261.299868
1960,FDJ60,OUT027,4584.765379999998
1961,DRQ35,OUT046,1919.7410880000002
